#  r W0 W2 w4
8.133229744514714810e+00 7.004901534782418710e-11 2.491410848508081322e-14 2.272990736862025454e-15
8.141289233923881596e+00 7.004792963783582299e-11 2.783825613189117842e-14 -2.047999743966199554e-15
8.149356709750694705e+00 7.004874577929084793e-11 2.502164688826970185e-14 2.268276323248262693e-15
8.157432179909159586e+00 7.004766040734191280e-11 2.793859371458828125e-14 -2.041531948608527370e-15
8.165515652321126083e+00 7.004847515384536884e-11 2.512958187263445824e-14 2.263583278287172146e-15
8.173607134916299088e+00 7.004739012101482934e-11 2.803934766271989179e-14 -2.035071566977345598e-15
8.181706635632233215e+00 7.004820346742227346e-11 2.523791502948105871e-14 2.258911613056950752e-15
8.189814162414354115e+00 7.004711877473049564e-11 2.814051951171432102e-14 -2.028618505743205275e-15
8.197929723215958475e+00 7.004793071594023972e-11 2.534664795411304164e-14 2.254261348485482342e-15
8.206053325998226455e+00 7.004684636438008588e-11 2.824211081602053117e-14 -2.022172687261640343e-15
8.214184978730232345e+00 7.004765689527870616e-11 2.545578223754251373e-14 2.249632503686568854e-15
8.222324689388925023e+00 7.004657288582044625e-11 2.834412312214266435e-14 -2.015734019946260216e-15
8.230472465959179473e+00 7.004738200132922179e-11 2.556531948953521612e-14 2.245025083517870594e-15
8.238628316433782572e+00 7.004629833490903038e-11 2.844655799196219139e-14 -2.009302400808702426e-15
8.246792248813431314e+00 7.004710602994828381e-11 2.567526132025932262e-14 2.240439131597403431e-15
8.254964271106757678e+00 7.004602270744862044e-11 2.854941699588816638e-14 -2.002877745504588497e-15
8.263144391330326854e+00 7.004682897699691309e-11 2.578560935022906612e-14 2.235874647168891150e-15
8.271332617508649676e+00 7.004574599928532221e-11 2.865270170680668241e-14 -1.996459946500441952e-15
8.279528957674187950e+00 7.004655083828485821e-11 2.589636520436576772e-14 2.231331678110066375e-15
8.287733419867361562e+00 7.004546820620280222e-11 2.875641370348074533e-14 -1.990048921438122875e-15
8.295946012136560910e+00 7.004627160964904840e-11 2.600753050193533209e-14 2.226810220059883564e-15
8.304166742538159340e+00 7.004518932398352503e-11 2.886055456067261823e-14 -1.983644572219052700e-15
8.312395619136484726e+00 7.004599128688081455e-11 2.611910688100639393e-14 2.222310305542049559e-15
8.320632650003886965e+00 7.004490934840921848e-11 2.896512587923086271e-14 -1.977246810269855230e-15
8.328877843220704236e+00 7.004570986577056990e-11 2.623109599341204955e-14 2.217831954838810505e-15
8.337131206875278977e+00 7.004462827521389243e-11 2.907012925845585353e-14 -1.970855536505876557e-15
8.345392749063973881e+00 7.004542734209038754e-11 2.634349947323924343e-14 2.213375197877559245e-15
8.353662477891170113e+00 7.004434610013776059e-11 2.917556628878511316e-14 -1.964470642399884906e-15
8.361940401469283302e+00 7.004514371157983495e-11 2.645631897784113553e-14 2.208940053017434720e-15
8.370226527918763537e+00 7.004406281892417739e-11 2.928143858403095837e-14 -1.958092052660215538e-15
8.378520865368113135e+00 7.004485896998742351e-11 2.656955615934396284e-14 2.204526541762857389e-15
8.386823421953886637e+00 7.004377842724577330e-11 2.938774776024625391e-14 -1.951719665439791681e-15
8.395134205820708573e+00 7.004457311303681040e-11 2.668321269364059650e-14 2.200134692404760488e-15
8.403453225121248593e+00 7.004349292080954555e-11 2.949449544095110195e-14 -1.945353373817216403e-15
8.411780488016285418e+00 7.004428613641441673e-11 2.679729024802111440e-14 2.195764526385372260e-15
8.420116002674669531e+00 7.004320629528397581e-11 2.960168324972929414e-14 -1.938993098500721150e-15
8.428459777273349829e+00 7.004399803583044508e-11 2.691179049200935507e-14 2.191416083573189977e-15
8.436811819997380724e+00 7.004291854632654680e-11 2.970931281734364762e-14 -1.932638722564427864e-15
8.445172139039918591e+00 7.004370880693835861e-11 2.702671511041594662e-14 2.187089375016113589e-15
8.453540742602248415e+00 7.004262966957572901e-11 2.981738578792981906e-14 -1.926290164526751258e-15
8.461917638893776683e+00 7.004341844539933649e-11 2.714206580359710047e-14 2.182784432864609471e-15
8.470302836132045599e+00 7.004233966065613769e-11 2.992590380132722131e-14 -1.919947313054002084e-15
8.478696342542741959e+00 7.004312694686552357e-11 2.725784425151161883e-14 2.178501294716387507e-15
8.487098166359709595e+00 7.004204851516295850e-11 3.003486851765805494e-14 -1.913610085338273350e-15
8.495508315824929824e+00 7.004283430694650364e-11 2.737405216896490599e-14 2.174239964560901099e-15
8.503926799188572971e+00 7.004175622870969145e-11 3.014428159280176151e-14 -1.907278368562136522e-15
8.512353624708978828e+00 7.004254052124463561e-11 2.749069124943564101e-14 2.170000501132014677e-15
8.520788800652669082e+00 7.004146279685683233e-11 3.025414468985723563e-14 -1.900952069397104649e-15
8.529232335294356204e+00 7.004224558536314431e-11 2.760776322201150122e-14 2.165782913458868841e-15
8.537684236916955882e+00 7.004116821516163285e-11 3.036445947800704199e-14 -1.894631078486193264e-15
8.546144513811587018e+00 7.004194949487175380e-11 2.772526979083651463e-14 2.161587248285095858e-15
8.554613174277587717e+00 7.004087247917586464e-11 3.047522763186238309e-14 -1.888315314841800198e-15
8.563090226622522394e+00 7.004165224531356323e-11 2.784321269032789337e-14 2.157413501939011276e-15
8.571575679162179995e+00 7.004057558441034096e-11 3.058645084461041917e-14 -1.882004680479469026e-15
8.580069540220604196e+00 7.004135383223933610e-11 2.796159365212057819e-14 2.153261745779213421e-15
8.588571818130061430e+00 7.004027752637548736e-11 3.069813079568453956e-14 -1.875699028631389701e-15
8.597082521231099506e+00 7.004105425116926902e-11 2.808041441236903909e-14 2.149132008292454078e-15
8.605601657872520960e+00 7.003997830057212629e-11 3.081026918673784614e-14 -1.869398308774311189e-15
8.614129236411406154e+00 7.004075349760812649e-11 2.819967672026022049e-14 2.145024289067565929e-15
8.622665265213111496e+00 7.003967790246318503e-11 3.092286772608124384e-14 -1.863102402882281406e-15
8.631209752651285427e+00 7.004045156705324132e-11 2.831938232037315040e-14 2.140938648063497429e-15
8.639762707107871975e+00 7.003937632752057350e-11 3.103592810504525514e-14 -1.856811206369539122e-15
8.648324136973124965e+00 7.004014845496518849e-11 2.843953297738750915e-14 2.136875112617764132e-15
8.656894050645609795e+00 7.003907357116862583e-11 3.114945206267741221e-14 -1.850524612510836484e-15
8.665472456532217649e+00 7.003984415679833910e-11 2.856013045104874365e-14 2.132833721322480450e-15
8.674059363048172600e+00 7.003876962884540216e-11 3.126344129715773377e-14 -1.844242520102372557e-15
8.682654778617015623e+00 7.003953866800035636e-11 2.868117650844535888e-14 2.128814498690105886e-15
8.691258711670659665e+00 7.003846449594646623e-11 3.137789755543467358e-14 -1.837964839823007526e-15
8.699871170649368324e+00 7.003923198397835868e-11 2.880267293418352912e-14 2.124817487452996651e-15
8.708492164001764735e+00 7.003815816786942390e-11 3.149282257271253447e-14 -1.831691445323379059e-15
8.717121700184844002e+00 7.003892410014657308e-11 2.892462150866382183e-14 2.120842736996198189e-15
8.725759787663985634e+00 7.003785063998391196e-11 3.160821807496470976e-14 -1.825422232791898632e-15
8.734406434912951767e+00 7.003861501188252042e-11 2.904702401869272739e-14 2.116890259318616189e-15
8.743061650413904928e+00 7.003754190764091688e-11 3.172408582047767333e-14 -1.819157123175123617e-15
8.751725442657415144e+00 7.003830471456290731e-11 2.916988225328473890e-14 2.112960102731694270e-15
8.760397820142461711e+00 7.003723196618011601e-11 3.184042756023625301e-14 -1.812895985675496335e-15
8.769078791376458071e+00 7.003799320352721724e-11 2.929319803075307892e-14 2.109052312212151166e-15
8.777768364875216278e+00 7.003692081092853342e-11 3.195724507019546323e-14 -1.806638731355367105e-15
8.786466549163019835e+00 7.003768047412151235e-11 2.941697315452706434e-14 2.105166912899516251e-15
8.795173352772588160e+00 7.003660843717765027e-11 3.207454009749871369e-14 -1.800385238019401525e-15
8.803888784245094357e+00 7.003736652165081890e-11 2.954120942879906770e-14 2.101303960585561317e-15
8.812612852130175867e+00 7.003629484022758143e-11 3.219231443207127843e-14 -1.794135400881688970e-15
8.821345564985943355e+00 7.003705134142005971e-11 2.966590868948042892e-14 2.097463478941872205e-15
8.830086931378987813e+00 7.003598001533010338e-11 3.231056984521051620e-14 -1.787889128888947107e-15
8.838836959884389444e+00 7.003673492871024695e-11 2.979107275829046371e-14 2.093645519535176362e-15
8.847595659085722986e+00 7.003566395774487666e-11 3.242930812710730103e-14 -1.781646297185604560e-15
8.856363037575073704e+00 7.003641727877872765e-11 2.991670347540722078e-14 2.089850128617504899e-15
8.865139103953035615e+00 7.003534666270267515e-11 3.254853108239696667e-14 -1.775406797655518184e-15
8.873923866828739904e+00 7.003609838687919116e-11 3.004280268183719798e-14 2.086077334960638064e-15
8.882717334819817623e+00 7.003502812542450162e-11 3.266824050249376526e-14 -1.769170535397166828e-15
8.891519516552465419e+00 7.003577824822739282e-11 3.016937221921837313e-14 2.082327184130612341e-15
8.900330420661425990e+00 7.003470834108905632e-11 3.278843819295425599e-14 -1.762937381957670833e-15
8.909150055789991640e+00 7.003545685803651599e-11 3.029641394306368299e-14 2.078599734148449444e-15
8.917978430590020267e+00 7.003438730490901854e-11 3.290912598463848151e-14 -1.756707247747643165e-15
8.926815553721947794e+00 7.003513421150226982e-11 3.042392973196927034e-14 2.074895005071513361e-15
8.935661433854786395e+00 7.003406501200756402e-11 3.303030568526809604e-14 -1.750480007752024292e-15
8.944516079666142261e+00 7.003481030379676296e-11 3.055192142968270378e-14 2.071213066611863933e-15
8.953379499842219147e+00 7.003374145756159650e-11 3.315197911904176091e-14 -1.744255551088403894e-15
8.962251703077829035e+00 7.003448513006940830e-11 3.068039092605346674e-14 2.067553946780434530e-15
8.971132698076406342e+00 7.003341663666702060e-11 3.327414813910729430e-14 -1.738033778257378722e-15
8.980022493549988383e+00 7.003415868547107922e-11 3.080934010565694581e-14 2.063917701450847969e-15
8.988921098219266881e+00 7.003309054445649881e-11 3.339681458300312799e-14 -1.731814559216367862e-15
8.997828520813568431e+00 7.003383096509574166e-11 3.093877085429215183e-14 2.060304372028304934e-15
9.006744770070870487e+00 7.003276317600247745e-11 3.351998028856792160e-14 -1.725597807351877043e-15
9.015669854737810240e+00 7.003350196406984132e-11 3.106868505995534464e-14 2.056713999558425164e-15
9.024603783569689952e+00 7.003243452637938030e-11 3.364364712363326815e-14 -1.719383380892537471e-15
9.033546565330485834e+00 7.003317167745858668e-11 3.119908463670501918e-14 2.053146656542608876e-15
9.042498208792864034e+00 7.003210459064529436e-11 3.376781694547294921e-14 -1.713171175281869245e-15
9.051458722738178864e+00 7.003284010033244659e-11 3.132997148431062263e-14 2.049602373132708632e-15
9.060428115956492334e+00 7.003177336383495167e-11 3.389249163041706360e-14 -1.706961086016171801e-15
9.069406397246579488e+00 7.003250722773990497e-11 3.146134752920862222e-14 2.046081198866106017e-15
9.078393575415908856e+00 7.003144084095486967e-11 3.401767305205041108e-14 -1.700752995366074186e-15
9.087389659280706411e+00 7.003217305469487218e-11 3.159321468330423819e-14 2.042583178392970795e-15
9.096394657665923589e+00 7.003110701700742990e-11 3.414336308839180187e-14 -1.694546787797663529e-15
9.105408579405255054e+00 7.003183757621479996e-11 3.172557487981288459e-14 2.039108387644316985e-15
9.114431433341152911e+00 7.003077188697691930e-11 3.426956364232889252e-14 -1.688342331171004566e-15
9.123463228324830254e+00 7.003150078729043762e-11 3.185843006600496507e-14 2.035656865375238454e-15
9.132503973216268278e+00 7.003043544581519677e-11 3.439627661459200065e-14 -1.682139525632381709e-15
9.141553676884230484e+00 7.003116268288606468e-11 3.199178217348584121e-14 2.032228658058448968e-15
9.150612348206269786e+00 7.003009768846615960e-11 3.452350389170601534e-14 -1.675938256677070846e-15
9.159679996068732066e+00 7.003082325795693923e-11 3.212563315436283939e-14 2.028823815550677572e-15
9.168756629366782818e+00 7.002975860985965592e-11 3.465124740323160226e-14 -1.669738400240491035e-15
9.177842257004371618e+00 7.003048250743677388e-11 3.225998497542719337e-14 2.025442414128838806e-15
9.186936887894297854e+00 7.002941820488401974e-11 3.477950906651606796e-14 -1.663539830873709246e-15
9.196040530958189407e+00 7.003014042623292781e-11 3.239483959380476067e-14 2.022084487363490277e-15
9.205153195126506205e+00 7.002907646845375756e-11 3.490829080040663388e-14 -1.657342441197486694e-15
9.214274889338565089e+00 7.002979700925065344e-11 3.253019898576259117e-14 2.018750105439773682e-15
9.223405622542538040e+00 7.002873339539747839e-11 3.503759454873250308e-14 -1.651146107367214327e-15
9.232545403695464614e+00 7.002945225136159900e-11 3.266606512312258560e-14 2.015439315462795893e-15
9.241694241763260820e+00 7.002838898058769638e-11 3.516742224463722754e-14 -1.644950705596132629e-15
9.250852145720724451e+00 7.002910614741885284e-11 3.280244000532518247e-14 2.012152177961776070e-15
9.260019124551551073e+00 7.002804321883959177e-11 3.529777585004787419e-14 -1.638756128028894492e-15
9.269195187248342904e+00 7.002875869226114399e-11 3.293932561421741719e-14 2.008888750558311985e-15
9.278380342812592829e+00 7.002769610497560846e-11 3.542865729587847846e-14 -1.632562238593095012e-15
9.287574600254730584e+00 7.002840988070869330e-11 3.307672395263085829e-14 2.005649095931026189e-15
9.296777968594115649e+00 7.002734763377986862e-11 3.556006857289778337e-14 -1.626368912476189848e-15
9.305990456859039028e+00 7.002805970755720348e-11 3.321463703428282467e-14 2.002433277128606930e-15
9.315212074086741012e+00 7.002699780001095523e-11 3.569201163248950266e-14 -1.620176041824770123e-15
9.324442829323414728e+00 7.002770816759409249e-11 3.335306686566134352e-14 1.999241331936512196e-15
9.333682731624220352e+00 7.002664659843679581e-11 3.582448846459262390e-14 -1.613983512916593112e-15
9.342931790053286889e+00 7.002735525556603966e-11 3.349201547752339434e-14 1.996073340077605672e-15
9.352190013683733483e+00 7.002629402378202016e-11 3.595750104541096187e-14 -1.607791171835340143e-15
9.361457411597662315e+00 7.002700096622198615e-11 3.363148489436169425e-14 1.992929371518562704e-15
9.370733992886183472e+00 7.002594007075104384e-11 3.609105137161574407e-14 -1.601598909882823421e-15
9.380019766649397184e+00 7.002664529428864261e-11 3.377147715462153687e-14 1.989809471155762065e-15
9.389314741996438229e+00 7.002558473405606310e-11 3.622514144155748725e-14 -1.595406599614491806e-15
9.398618928045467058e+00 7.002628823445532859e-11 3.391199430090284329e-14 1.986713716990957932e-15
9.407932333923676893e+00 7.002522800835698084e-11 3.635977326608807088e-14 -1.589214116186530905e-15
9.417254968767302614e+00 7.002592978140495293e-11 3.405303838513859216e-14 1.983642163587262165e-15
9.426586841721634968e+00 7.002486988830620364e-11 3.649494885554145887e-14 -1.583021331676060216e-15
9.435927961941027675e+00 7.002556992981107997e-11 3.419461147029242308e-14 1.980594884422423667e-15
9.445278338588904532e+00 7.002451036854637996e-11 3.663067023428300200e-14 -1.576828121257492176e-15
9.454637980837771849e+00 7.002520867430411846e-11 3.433671561302551977e-14 1.977571936119247244e-15
9.464006897869220225e+00 7.002414944367839853e-11 3.676693942647199427e-14 -1.570634360248021071e-15
9.473385098873954746e+00 7.002484600950708421e-11 3.447935289619698513e-14 1.974573385895124649e-15
9.482772593051755905e+00 7.002378710830670239e-11 3.690375848009543110e-14 -1.564439914479526586e-15
9.492169389611547103e+00 7.002448193002211967e-11 3.462252539479279365e-14 1.971599314982471170e-15
9.501575497771369783e+00 7.002342335700744242e-11 3.704112943187032547e-14 -1.558244655331045088e-15
9.510990926758401187e+00 7.002411643043660728e-11 3.476623520195275492e-14 1.968649778501575465e-15
9.520415685808961470e+00 7.002305818432070958e-11 3.717905433310005666e-14 -1.552048454759917409e-15
9.529849784168522575e+00 7.002374950531025769e-11 3.491048441163905656e-14 1.965724849626301833e-15
9.539293231091715342e+00 7.002269158480238882e-11 3.731753524862591101e-14 -1.545851183692751622e-15
9.548746035842347268e+00 7.002338114917525197e-11 3.505527512461022583e-14 1.962824603479385578e-15
9.558208207693402514e+00 7.002232355293800305e-11 3.745657424340422233e-14 -1.539652707513496609e-15
9.567679755927050778e+00 7.002301135656961312e-11 3.520060945503947063e-14 1.959949108571688830e-15
9.577160689834677498e+00 7.002195408325037582e-11 3.759617339648811735e-14 -1.533452893216597865e-15
9.586651018716837669e+00 7.002264012197895452e-11 3.534648952160147272e-14 1.957098435346629501e-15
9.596150751883339325e+00 7.002158317019936161e-11 3.773633478403501635e-14 -1.527251604368777391e-15
9.605659898653199136e+00 7.002226743989015616e-11 3.549291745038436987e-14 1.954272657357490322e-15
9.615178468354672603e+00 7.002121080822656517e-11 3.787706050402742613e-14 -1.521048728523043502e-15
9.624706470325257612e+00 7.002189330476073312e-11 3.563989537344807158e-14 1.951471843179442150e-15
9.634243913911705093e+00 7.002083699178730440e-11 3.801835264593074316e-14 -1.514844103041807448e-15
9.643790808470029674e+00 7.002151771103465539e-11 3.578742543061482818e-14 1.948696086497846298e-15
9.653347163365515016e+00 7.002046171527926595e-11 3.816021332067977513e-14 -1.508637614294682454e-15
9.662912987972724466e+00 7.002114065312699336e-11 3.593550977589811271e-14 1.945945436258329020e-15
9.672488291675511718e+00 7.002008497309218779e-11 3.830264464707065680e-14 -1.502429117060327981e-15
9.682073083867040353e+00 7.002076212544251641e-11 3.608415055962799837e-14 1.943219988170463190e-15
9.691667373949751862e+00 7.001970675960819524e-11 3.844564873221875854e-14 -1.496218477199817483e-15
9.701271171335434929e+00 7.002038212234574643e-11 3.623334995256372712e-14 1.940519810572416662e-15
9.710884485445191672e+00 7.001932706917220341e-11 3.858922771965362984e-14 -1.490005556664899558e-15
9.720507325709464297e+00 7.002000063820332494e-11 3.638311012163761888e-14 1.937844989160849841e-15
9.730139701568038646e+00 7.001894589611138183e-11 3.873338373986993499e-14 -1.483790214965403872e-15
9.739781622470051303e+00 7.001961766734974977e-11 3.653343324943445173e-14 1.935195596666377129e-15
9.749433097874005583e+00 7.001856323473847603e-11 3.887811893909120240e-14 -1.477572326293983967e-15
9.759094137247778633e+00 7.001923320408932664e-11 3.668432152253178853e-14 1.932571711928303284e-15
9.768764750068628544e+00 7.001817907933704761e-11 3.902343547216496460e-14 -1.471351733388008316e-15
9.778444945823203227e+00 7.001884724272919177e-11 3.683577713794266072e-14 1.929973426431942146e-15
9.788134734007551074e+00 7.001779342417640219e-11 3.916933549778839532e-14 -1.465128304930172513e-15
9.797834124127144051e+00 7.001845977754369144e-11 3.698780229901910197e-14 1.927400816381314745e-15
9.807543125696838615e+00 7.001740626349965998e-11 3.931582118161875651e-14 -1.458901893003397540e-15
9.817261748240953878e+00 7.001807080276382248e-11 3.714039921078592233e-14 1.924853963671106401e-15
9.826990001293234300e+00 7.001701759152803383e-11 3.946289470711690994e-14 -1.452672373901902230e-15
9.836727894396874561e+00 7.001768031264864125e-11 3.729357010365548899e-14 1.922332945589228690e-15
9.846475437104519557e+00 7.001662740247896257e-11 3.961055825755219458e-14 -1.446439584596136711e-15
9.856232638978289273e+00 7.001728830138167218e-11 3.744731719282475251e-14 1.919837865950457131e-15
9.865999509589771677e+00 7.001623569052117185e-11 3.975881401437627503e-14 -1.440203390964428402e-15
9.875776058520044032e+00 7.001689476316269897e-11 3.760164271402084422e-14 1.917368786923418858e-15
9.885562295359674678e+00 7.001584244982119012e-11 3.990766419422186657e-14 -1.433963650568155045e-15
9.895358229708737241e+00 7.001649969215385566e-11 3.775654892156662525e-14 1.914925821419667317e-15
9.905163871176830170e+00 7.001544767451603873e-11 4.005711100036109440e-14 -1.427720203316692922e-15
9.914979229383042991e+00 7.001610308250132724e-11 3.791203805638494885e-14 1.912509035442252153e-15
9.924804313956022028e+00 7.001505135872163304e-11 4.020715664473454176e-14 -1.421472929861109468e-15
9.934639134533952642e+00 7.001570492832437653e-11 3.806811237684987448e-14 1.910118528261168173e-15
9.944483700764566336e+00 7.001465349653819779e-11 4.035780335870181475e-14 -1.415221660290262204e-15
9.954338022305158518e+00 7.001530522372813967e-11 3.822477415626967137e-14 1.907754382789108339e-15
9.964202108822588499e+00 7.001425408203953966e-11 4.050905336932474216e-14 -1.408966260268267907e-15
9.974075969993304369e+00 7.001490396278834912e-11 3.838202566264612446e-14 1.905416692797562979e-15
9.983959615503332330e+00 7.001385310927723483e-11 4.066090892726746715e-14 -1.402706575920374958e-15
9.993853055048301570e+00 7.001450113956922143e-11 3.853986918431695037e-14 1.903105559433334278e-15
1.000375629833344959e+01 7.001345057228283916e-11 4.081337227353024601e-14 -1.396442450946101414e-15
1.001366935507364353e+01 7.001409674810302329e-11 3.869830700400201487e-14 1.900821069286036109e-15
1.002359223499333929e+01 7.001304646506631130e-11 4.096644566789670641e-14 -1.390173750393122700e-15
1.003352494782666682e+01 7.001369078239852429e-11 3.885734143252460593e-14 1.898563306494336084e-15
1.004346750331738924e+01 7.001264078161157960e-11 4.112013137765510546e-14 -1.383900313166801648e-15
1.005341991121892420e+01 7.001328323644988914e-11 3.901697476920343445e-14 1.896332379473518725e-15
1.006338218129435447e+01 7.001223351588924700e-11 4.127443167755958713e-14 -1.377621989380204339e-15
1.007335432331644043e+01 7.001287410423167575e-11 3.917720933582121837e-14 1.894128372082182752e-15
1.008333634706762183e+01 7.001182466183505858e-11 4.142934884707382027e-14 -1.371338627262424840e-15
1.009332826234003555e+01 7.001246337968225289e-11 3.933804744717146268e-14 1.891951393791779506e-15
1.010333007893552093e+01 7.001141421338247172e-11 4.158488517989516870e-14 -1.365050071548151312e-15
1.011334180666563043e+01 7.001205105673449635e-11 3.949949143702878909e-14 1.889801533930375394e-15
1.012336345535164739e+01 7.001100216441959105e-11 4.174104297160916955e-14 -1.358756169998818004e-15
1.013339503482456117e+01 7.001163712928443358e-11 3.966154365137121982e-14 1.887678890818354187e-15
1.014343655492512752e+01 7.001058850882254000e-11 4.189782453729375948e-14 -1.352456767973581286e-15
1.015348802550385088e+01 7.001122159121797202e-11 3.982420643999610713e-14 1.885583572516958056e-15
1.016354945642099139e+01 7.001017324045601656e-11 4.205523218808212257e-14 -1.346151699341672779e-15
1.017362085754658096e+01 7.001080443639087869e-11 3.998748215633292082e-14 1.883515680790731171e-15
1.018370223876043035e+01 7.000975635314242913e-11 4.221326824544348344e-14 -1.339840812652897165e-15
1.019379360995214689e+01 7.001038565863892613e-11 4.015137316157169817e-14 1.881475308509751438e-15
1.020389498102113102e+01 7.000933784069322595e-11 4.237193505064274227e-14 -1.333523951853444969e-15
1.021400636187659927e+01 7.000996525177171434e-11 4.031588183386189414e-14 1.879462561163884500e-15
1.022412776243757904e+01 7.000891769689175699e-11 4.253123493609069384e-14 -1.327200965811080331e-15
1.023425919263294581e+01 7.000954320957853865e-11 4.048101055219828176e-14 1.877477535016586136e-15
1.024440066240137703e+01 7.000849591551085148e-11 4.269117025434820270e-14 -1.320871677153091907e-15
1.025455218169143201e+01 7.000911952583633837e-11 4.064676170786435781e-14 1.875520367910769031e-15
1.026471376046151995e+01 7.000807249028417686e-11 4.285174336720810313e-14 -1.314535925108267020e-15
1.027488540867991063e+01 7.000869419427293894e-11 4.081313770818497306e-14 1.873591126164956983e-15
1.028506713632476455e+01 7.000764741493490569e-11 4.301295663903915689e-14 -1.308193575988180626e-15
1.029525895338411878e+01 7.000826720862295129e-11 4.098014094552254616e-14 1.871689940252256280e-15
1.030546086985591181e+01 7.000722068315121046e-11 4.317481244341252266e-14 -1.301844423918026841e-15
1.031567289574798707e+01 7.000783856257931713e-11 4.114777384773251257e-14 1.869816920381372283e-15
1.032589504107811251e+01 7.000679228861173814e-11 4.333731316984194143e-14 -1.295488334198841323e-15
1.033612731587397349e+01 7.000740824981671555e-11 4.131603883345804056e-14 1.867972168478104164e-15
1.034636973017320827e+01 7.000636222496574497e-11 4.350046120778834465e-14 -1.289125131494888846e-15
1.035662229402337076e+01 7.000697626398768565e-11 4.148493833682027946e-14 1.866155794272211034e-15
1.036688501748199620e+01 7.000593048583656023e-11 4.366425895815300234e-14 -1.282754654183367580e-15
1.037715791061658521e+01 7.000654259872235510e-11 4.165447480046282165e-14 1.864367916272955597e-15
1.038744098350460732e+01 7.000549706483183553e-11 4.382870882955964681e-14 -1.276376727603781991e-15
1.039773424623352049e+01 7.000610724762793610e-11 4.182465067084369858e-14 1.862608646138536473e-15
1.040803770890078006e+01 7.000506195552667812e-11 4.399381324559246715e-14 -1.269991195111657873e-15
1.041835138161384755e+01 7.000567020427611082e-11 4.199546841760478114e-14 1.860878091681203328e-15
1.042867527449019605e+01 7.000462515147631704e-11 4.415957463749691809e-14 -1.263597878390358954e-15
1.043900939765732971e+01 7.000523146224251642e-11 4.216693049484336669e-14 1.859176380702054878e-15
1.044935376125278204e+01 7.000418664622614567e-11 4.432599542482447497e-14 -1.257196607473221147e-15
1.045970837542415133e+01 7.000479101504780838e-11 4.233903937756629972e-14 1.857503622117568958e-15
1.047007325032905101e+01 7.000374643326737701e-11 4.449307806672166875e-14 -1.250787209809389578e-15
1.048044839613520018e+01 7.000434885620749817e-11 4.251179756736926554e-14 1.855859937641139993e-15
1.049083382302037393e+01 7.000330450609874629e-11 4.466082502062606734e-14 -1.244369524904230541e-15
1.050122954117243879e+01 7.000390497920958056e-11 4.268520754754709589e-14 1.854245442289874412e-15
1.051163556078935635e+01 7.000286085818204990e-11 4.482923873619882456e-14 -1.237943365714811658e-15
1.052205189207919211e+01 7.000345937751711860e-11 4.285927181427290931e-14 1.852660264922818209e-15
1.053247854526012794e+01 7.000241548294978399e-11 4.499832169322205659e-14 -1.231508560280105013e-15
1.054291553056047093e+01 7.000301204457222437e-11 4.303399289149171038e-14 1.851104514169255333e-15
1.055336285821866227e+01 7.000196837381756502e-11 4.516807637477191031e-14 -1.225064942010743072e-15
1.056382053848329328e+01 7.000256297379215580e-11 4.320937328898035357e-14 1.849578325580224824e-15
1.057428858161311780e+01 7.000151952417954155e-11 4.533850525966253168e-14 -1.218612321742663624e-15
1.058476699787702024e+01 7.000211215856138085e-11 4.338541553928603716e-14 1.848081817683590725e-15
1.059525579755410263e+01 7.000106892739677491e-11 4.550961086492232540e-14 -1.212150529240983565e-15
1.060575499093363305e+01 7.000165959225578545e-11 4.356212218813581197e-14 1.846615112205617729e-15
1.061626458831508124e+01 7.000061657682519533e-11 4.568139567872296862e-14 -1.205679385661039813e-15
1.062678460000811675e+01 7.000120526821392906e-11 4.373949576676497535e-14 1.845178347765213498e-15
1.063731503633263387e+01 7.000016246576737986e-11 4.585386222318010378e-14 -1.199198704961560068e-15
1.064785590761874445e+01 7.000074917976232527e-11 4.391753883894741216e-14 1.843771636101972502e-15
1.065840722420680287e+01 6.999970658752962791e-11 4.602701303089229979e-14 -1.192708317532419339e-15
1.066896899644740948e+01 7.000029132018530150e-11 4.409625397310635150e-14 1.842395123288765267e-15
1.067954123470141781e+01 6.999924893537582000e-11 4.620085063285285670e-14 -1.186208027911080310e-15
1.069012394933996646e+01 6.999983168275914597e-11 4.427564374083811133e-14 1.841048925120130110e-15
1.070071715074442587e+01 6.999878950254676609e-11 4.637537757068240676e-14 -1.179697666083846217e-15
1.071132084930649953e+01 6.999937026073445264e-11 4.445571071715845656e-14 1.839733183026543589e-15
1.072193505542817071e+01 6.999832828227771849e-11 4.655059639618420505e-14 -1.173177029845106379e-15
1.073255977952172913e+01 6.999890704733242469e-11 4.463645750390507291e-14 1.838448031989758539e-15
1.074319503200979042e+01 6.999786526775363953e-11 4.672650968019048519e-14 -1.166645946253624693e-15
1.075384082332528912e+01 6.999844203574283243e-11 4.481788670003617128e-14 1.837193588573540617e-15
1.076449716391150169e+01 6.999740045215012116e-11 4.690311998496587703e-14 -1.160104233764691040e-15
1.077516406422205364e+01 6.999797521914385273e-11 4.500000090941968767e-14 1.835970008281045395e-15
1.078584153472093021e+01 6.999693382862012413e-11 4.708042989368551055e-14 -1.153551688366860583e-15
1.079652958588248346e+01 6.999750659067761547e-11 4.518280275913238235e-14 1.834777423320309908e-15
1.080722822819144824e+01 6.999646539027276867e-11 4.725844199769609234e-14 -1.146988124441861256e-15
